Wersja j?zykowa (PL/EN),Zgoda na udzia? (wszyscy = 1),Kod polecaj?cy (nieobligatoryjne),"Po raz kt¢ry gra (1 = 1, 2 = 2, 3 = 3, 4 i 4+ = 4)","P?e? (M??czyzna, Kobieta, Inna)",Skala Kinseya (0-6),"Biseksualno?? - scenariusz z kobiet? = F, scenariusz z m??czyzn? = M)",Wiek,"PozytywnaPrezentacja1 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja2 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja3 (a= sexy, b = kind,c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja4 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja5 (a= sexy, b = kind, c = wealthy, d = healthy, e = artistic)","PozytywnaPrezentacja6 (a= sexy, b = kind, c = wealthy, d= healthy,  e= artistic)","ObrzydliwaPrezencja1 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja2 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja3 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja4 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja5 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja6 (a = patogen, b = sex, c = moral)",Tybur1 (0-6),Tybur2 (0-6),Tybur3(0-6),Tybur4 (0-6),Tybur5 (0-6),Tybur6(0-6),Tybur7 (0-6),Tybur8 (0-6),Tybur9 (0-6),Tybur10 (0-6),Tybur11 (0-6),Tybur12 (0-6),Tybur13 (0-6),Tybur14 (0-6),Tybur15 (0-6),Tybur16 (0-6),Tybur17 (0-6),Tybur18 (0-6),Tybur19 (0-6),Tybur20 (0-6),Tybur21 (0-6),SelfArt (1-11),SelfHealth (1-11),SelfKind (1-11),SelfSexy (1-11),SelfWealth (1-11),IdealArt (1-11),IdealHealth (1-11),IdealKind (1-11),IdealSexy (1-11,IdealWealth (1-11),HasChildren?,HowManyKids,YoungestKidAge,OldestKidAge,"MilkVSCereal (a - milk first, b- cereal first)",attention check,relationship status,timestamp
en,TRUE,,1,f,5,f,30,d,b,c,e,a,d,a,b,b,b,c,a,2,1,4,3,3,3,1,3,2,4,3,3,3,2,2,1,3,2,2,3,2,3,4,4,4,10,3,6,7,7,8,Yes,1,1,,b,2,in relationship,2/24/2023 2:29:27
en,TRUE,game,1,m,5,m,33,e,c,b,e,a,c,a,b,c,a,c,c,5,4,5,6,5,4,5,6,5,4,3,2,4,5,6,5,4,3,4,5,6,8,7,6,9,7,4,9,7,10,6,Yes,1,1,,a,4,in relationship,3/29/2023 16:55:41
pl,TRUE,,1,f,5,f,21,e,e,e,e,a,e,c,a,c,c,c,c,2,5,5,6,1,2,0,1,1,4,0,3,5,6,3,2,6,1,2,0,0,6,5,6,7,2,7,8,9,7,7,Nie,0,,,b,2,in relationship,2/10/2023 17:32:11
pl,TRUE,AB12,1,f,0,m,18,e,e,b,d,d,b,c,c,a,a,a,a,5,6,5,6,6,2,4,6,1,6,6,6,6,6,6,4,6,6,6,6,6,6,3,7,6,1,6,9,11,6,7,Nie,0,,,b,2,single,12/28/2022 12:46:14
en,TRUE,game,1,f,0,m,38,e,a,e,e,e,b,c,b,c,c,b,c,0,5,6,2,1,6,1,1,3,1,5,6,1,4,6,0,5,6,0,6,6,8,6,11,9,9,8,6,10,9,9,Yes,2,7,14,b,2,in relationship,2/6/2023 23:38:33
en,TRUE,Game,1,f,0,m,25,d,c,c,a,c,d,a,b,c,a,c,a,0,6,6,6,4,3,4,5,4,6,5,6,4,6,4,2,4,6,6,6,3,11,11,11,11,11,11,11,11,11,11,Yes,1,3,,b,2,single,3/29/2023 16:01:11
en,TRUE,game,1,m,0,f,55,c,c,c,d,e,d,c,c,c,a,b,a,5,4,4,5,6,5,5,4,4,4,3,4,4,3,4,5,4,3,4,4,3,6,10,9,8,8,8,10,9,9,8,Yes,2,6,10,a,2,in relationship,2/6/2023 20:38:25
en,TRUE,game,1,m,5,m,30,a,b,b,e,a,c,a,a,c,c,c,a,6,1,2,2,3,5,3,3,3,3,3,3,2,4,3,2,4,3,2,3,2,3,10,3,4,4,6,7,5,8,6,No,0,,,a,2,in relationship,3/21/2023 13:19:56
en,TRUE,game,1,m,0,f,27,d,d,b,d,b,b,c,c,c,a,b,a,4,2,5,2,4,4,3,5,5,4,5,4,3,5,2,1,3,2,5,3,4,9,10,7,10,8,11,11,10,9,10,Yes,1,1,,a,2,in relationship,3/7/2023 18:56:38
en,TRUE,game,1,m,1,f,32,d,e,a,e,a,a,c,c,c,c,c,b,5,1,1,3,2,2,4,0,3,3,2,3,3,1,1,4,1,4,4,1,1,7,8,9,10,9,8,8,8,9,8,Yes,1,2,,a,2,in relationship,2/23/2023 23:56:45
en,TRUE,game,2,f,4,f,25,b,b,c,e,c,e,c,b,c,a,c,b,4,3,4,4,4,3,5,4,5,4,5,3,3,4,5,5,6,6,5,6,5,4,3,5,5,4,5,5,6,5,5,Yes,2,3,1,a,2,in relationship,2/24/2023 1:19:42
en,TRUE,game,1,f,0,m,34,e,a,a,d,a,b,b,b,c,c,c,a,6,3,6,6,0,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,11,6,6,6,9,10,9,10,Yes,2,12,14,b,2,in relationship,3/29/2023 16:19:11
en,TRUE,game,1,m,4,m,30,b,e,d,d,a,e,a,b,a,b,c,b,4,3,2,3,3,4,4,3,3,4,3,3,4,3,2,3,4,3,3,4,3,5,6,6,5,7,7,6,7,6,5,Yes,2,5,6,b,2,in relationship,2/24/2023 2:32:40
en,TRUE,game,1,f,6,f,32,e,b,e,c,c,e,b,a,a,c,a,a,6,5,4,6,5,6,5,4,5,6,5,2,4,4,5,6,6,5,5,6,5,5,2,4,7,7,6,6,2,2,1,Yes,2,5,10,a,2,in relationship,2/6/2023 20:32:12
en,TRUE,,1,f,3,m,37,a,a,b,d,a,a,c,b,b,c,c,b,1,1,5,5,1,0,4,0,3,3,4,1,2,1,3,3,4,4,2,4,5,6,8,7,6,6,6,7,8,6,7,No,0,,,b,2,in relationship,2/6/2023 23:35:18
pl,TRUE,,1,m,1,f,32,e,b,e,b,e,e,a,c,b,c,c,c,1,1,5,6,0,0,1,0,1,5,0,4,3,0,3,5,2,1,6,0,1,7,6,7,6,8,6,8,8,7,6,Nie,0,,,b,2,in relationship,12/16/2022 17:29:13
en,TRUE,,1,m,0,f,30,e,c,e,d,e,e,a,b,b,c,b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,8,7,8,8,8,8,8,Yes,1,2,,b,1,in relationship,2/6/2023 22:10:19
pl,TRUE,AB12,1,f,0,m,23,e,c,a,b,a,e,c,a,b,c,b,c,6,0,4,4,0,3,3,1,1,5,3,2,4,3,4,4,4,3,4,6,2,3,6,7,6,7,6,6,6,6,6,Nie,0,,,a,2,single,12/29/2022 15:44:26
en,TRUE,Sorok ,1,m,0,f,39,e,c,e,d,d,c,a,b,a,a,a,a,3,4,5,6,1,4,4,0,4,6,1,5,4,1,4,4,2,4,4,3,3,7,6,7,6,7,8,7,7,6,6,No,0,,,b,2,single,3/21/2023 16:24:28
pl,TRUE,AB12,1,m,0,f,20,b,c,e,b,b,e,c,b,c,c,c,c,2,2,3,4,0,1,1,1,1,5,3,0,5,2,3,5,6,2,6,1,5,6,8,8,7,9,6,8,8,8,6,Nie,0,,,b,2,in relationship,12/28/2022 15:19:11
pl,TRUE,,1,f,0,m,27,d,d,b,b,d,a,c,c,a,c,b,b,3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,Nie,0,,,b,2,in relationship,1/29/2023 15:40:36
en,TRUE,,1,f,0,m,25,a,c,b,c,a,b,c,b,a,c,b,c,2,3,5,6,5,4,3,5,4,5,4,4,3,4,3,4,5,3,2,3,2,5,9,10,7,6,9,6,7,8,9,No,0,,,b,2,in relationship,2/6/2023 20:35:19
pl,TRUE,KG0902,1,m,0,f,20,b,a,c,d,a,e,c,c,b,c,a,b,0,0,1,4,0,0,0,0,0,6,0,0,0,0,1,0,3,4,0,0,0,7,9,8,7,8,6,6,7,10,8,Nie,0,,,a,2,in relationship,1/7/2023 21:49:57
en,TRUE,game,3,m,5,m,62,e,e,c,b,a,e,b,c,a,c,c,a,6,5,4,5,6,5,6,5,4,5,6,5,6,5,4,5,6,5,4,5,6,1,1,2,1,1,1,1,1,1,1,Yes,2,10,15,b,2,in relationship,3/13/2023 22:27:08
en,TRUE,,1,m,0,f,23,e,c,c,e,e,a,c,c,c,c,c,c,5,3,4,4,3,5,1,2,5,5,6,5,6,3,6,2,6,5,6,0,5,8,10,10,8,6,9,10,10,6,6,No,0,,,a,2,single,3/29/2023 16:25:07
pl,TRUE,,1,f,0,m,25,e,a,e,d,b,d,c,a,c,c,b,b,1,1,3,5,0,1,0,0,2,5,0,3,2,0,1,1,5,4,4,1,4,4,7,9,4,7,6,7,9,8,9,Nie,0,,,b,2,single,12/17/2022 3:01:55
pl,TRUE,INSTAGRAM STUDY,1,f,1,m,22,e,c,b,b,d,a,a,a,a,c,a,b,1,5,1,5,6,0,1,2,4,6,6,5,6,5,5,4,6,6,6,5,4,6,7,6,6,5,6,7,8,7,7,Nie,0,,,a,2,in relationship,1/23/2023 17:15:47
pl,TRUE,AB12,1,m,0,f,25,e,c,d,a,c,e,c,a,c,a,c,c,4,0,3,6,0,1,0,0,1,6,1,3,2,0,3,5,2,0,5,0,3,7,6,7,4,6,7,9,6,11,10,Nie,0,,,b,2,single,2/13/2023 20:57:00
pl,TRUE,,1,m,2,f,22,e,e,d,d,c,e,c,a,a,c,c,a,0,2,5,5,0,0,0,0,2,5,2,2,2,0,1,2,1,1,3,0,3,8,4,8,9,7,6,6,10,8,8,Nie,0,,,b,2,in relationship,1/23/2023 21:59:53
en,TRUE,game,1,f,0,m,36,a,a,a,e,a,a,a,b,a,a,c,c,6,5,5,6,5,4,5,6,5,4,5,5,4,6,4,5,6,4,5,6,5,7,11,9,8,9,7,10,8,10,9,Yes,2,7,4,b,2,in relationship,3/7/2023 19:39:41
en,TRUE,game,1,f,0,m,31,b,c,c,d,c,e,c,c,a,b,c,b,4,5,6,5,4,5,3,4,5,4,5,4,5,6,5,4,3,4,5,6,5,11,8,5,9,4,9,5,8,9,5,Yes,2,8,7,a,2,in relationship,3/7/2023 19:00:21
en,TRUE,,1,m,3,f,22,e,e,d,b,a,e,a,a,c,c,b,c,5,6,4,5,0,0,0,4,4,6,6,3,1,6,4,3,6,5,4,0,0,8,7,9,7,6,8,8,9,8,9,No,0,,,b,2,single,2/14/2023 11:37:23
pl,TRUE,kg902,1,f,2,m,21,e,c,a,e,a,e,b,c,b,b,c,c,2,3,5,4,0,3,2,1,3,4,2,6,3,2,3,4,6,4,4,3,5,8,8,9,7,7,8,8,9,7,8,Nie,0,,,b,2,in relationship,1/5/2023 15:28:34
en,TRUE,game,1,m,4,m,46,b,c,e,a,e,c,c,a,a,a,c,c,4,3,4,5,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,5,4,4,4,4,6,4,6,6,5,6,6,Yes,1,4,,b,2,in relationship,2/6/2023 20:44:37
en,TRUE,,1,f,1,m,22,a,b,b,e,c,e,c,c,a,b,b,b,0,3,6,5,0,1,2,0,3,3,2,6,6,3,5,3,1,6,6,2,6,9,4,10,7,4,7,7,6,6,7,Yes,1,5,,b,2,other,3/29/2023 16:50:24
en,TRUE,,2,f,0,m,31,c,d,b,c,a,d,a,b,c,c,b,a,5,6,3,4,1,3,5,6,4,5,6,5,4,6,4,5,3,6,5,3,5,9,10,8,11,9,10,9,8,9,10,Yes,2,10,4,a,2,in relationship,3/29/2023 18:57:46
pl,TRUE,KG0902,1,f,1,m,36,c,e,b,b,a,b,c,c,c,c,c,b,4,3,6,6,1,1,3,1,4,6,2,4,6,4,4,1,3,6,4,2,4,7,8,6,8,8,5,6,9,7,6,Nie,0,,,a,2,single,1/4/2023 20:35:21
en,TRUE,game,1,m,0,f,34,e,a,b,e,c,b,c,b,a,c,c,c,0,3,5,4,1,6,0,1,4,4,5,3,1,1,5,4,0,2,2,1,1,6,3,7,6,1,6,7,7,7,6,No,0,,,b,2,single,2/7/2023 0:46:17
en,TRUE,game,1,m,6,m,22,e,a,d,a,b,a,c,b,c,c,c,c,3,2,4,3,0,3,0,0,0,4,2,5,0,2,4,0,2,5,0,0,6,6,6,7,4,5,8,6,6,7,8,No,0,,,a,2,single,2/24/2023 1:49:57
pl,TRUE,,1,m,6,m,19,d,a,d,b,e,d,a,a,c,c,b,a,0,0,1,4,0,3,0,0,1,5,0,6,6,0,0,2,0,2,3,0,4,7,4,10,8,4,7,9,10,8,6,Nie,0,,,b,2,in relationship,2/12/2023 14:27:03
en,TRUE,game,1,m,4,m,26,c,d,b,a,d,c,c,b,b,c,c,b,3,4,3,4,5,6,5,4,3,4,5,3,2,4,5,6,4,3,4,5,4,10,6,5,3,2,9,3,2,8,5,No,0,,,a,2,in relationship,3/8/2023 1:50:35
pl,TRUE,,1,m,0,f,22,b,e,b,b,b,b,c,a,c,c,c,c,5,4,5,6,0,2,0,0,0,6,2,4,3,1,2,4,6,1,6,1,6,3,9,9,7,9,7,9,9,7,6,Nie,0,,,b,2,single,12/16/2022 20:53:40
en,TRUE,,1,m,4,m,35,c,e,c,d,b,c,c,c,b,c,a,c,3,3,4,3,3,3,4,3,3,2,3,3,3,4,4,3,3,4,4,3,3,7,7,8,9,8,7,7,9,7,8,Yes,2,12,16,b,2,in relationship,3/7/2023 18:51:18
en,TRUE,game,1,m,0,f,26,c,e,c,c,a,b,c,a,b,c,a,b,5,3,2,3,4,5,3,2,4,5,2,4,3,2,5,4,3,2,3,4,3,8,7,6,9,6,9,8,7,6,8,No,0,,,a,2,in relationship,2/24/2023 0:24:51
en,TRUE,game,1,m,0,f,26,d,b,d,e,b,d,c,a,a,c,c,a,2,1,2,3,4,2,1,3,4,2,3,1,2,4,2,1,4,2,3,4,2,6,8,7,6,8,6,8,7,8,5,No,0,,,a,2,in relationship,2/24/2023 0:03:26
en,TRUE,game,1,m,0,f,35,b,d,d,c,c,b,a,c,c,c,b,c,5,6,5,5,6,5,5,6,6,5,5,5,5,6,5,5,6,5,6,5,6,10,9,10,6,9,5,7,9,7,10,Yes,2,12,8,b,2,in relationship,2/6/2023 21:12:09
pl,TRUE,,1,f,0,m,27,d,d,b,b,d,a,c,c,a,c,b,b,3,4,6,5,0,4,1,1,3,3,4,5,4,4,6,3,6,5,4,4,6,6,8,7,9,6,4,8,8,8,7,Nie,0,,,b,2,in relationship,1/29/2023 15:40:24
pl,TRUE,KG0902,1,f,1,m,47,c,b,a,d,a,b,c,a,c,a,c,c,0,3,5,3,5,5,2,1,3,6,1,1,4,0,4,5,5,0,6,6,3,6,6,6,6,4,6,6,6,6,6,Tak,3,9,18,b,2,in relationship,1/7/2023 14:02:40
en,TRUE,,1,f,3,m,28,e,a,a,b,a,a,c,b,a,c,b,c,1,2,5,5,0,0,5,3,0,5,3,6,6,4,1,6,4,5,5,5,4,11,5,6,6,4,8,5,9,6,6,No,0,,,a,2,in relationship,2/24/2023 1:54:48
pl,TRUE,KG0902,1,m,0,f,22,c,c,b,b,a,a,b,c,a,c,b,a,3,1,4,6,0,1,0,1,2,3,0,2,4,2,2,1,2,5,2,6,4,5,7,8,7,8,6,6,8,9,6,Nie,0,,,a,2,in relationship,1/5/2023 15:36:55
en,TRUE,game,1,f,0,m,45,d,e,b,b,b,b,a,a,a,a,a,a,5,5,5,6,5,4,5,5,3,5,5,3,5,5,6,5,3,4,5,6,4,7,6,8,8,6,6,6,7,7,6,Yes,2,13,15,b,2,in relationship,2/6/2023 22:47:23
en,TRUE,,2,f,0,m,50,d,d,c,b,d,c,c,b,b,b,b,b,5,2,4,3,2,4,5,6,3,2,5,5,4,3,5,4,3,4,2,6,3,5,6,4,3,4,7,7,6,5,9,Yes,2,15,20,a,2,in relationship,3/29/2023 16:38:57
pl,TRUE,,1,m,0,f,28,e,a,b,b,c,a,c,c,b,a,c,c,2,1,5,6,0,1,5,1,1,6,0,6,5,0,4,5,3,5,2,0,1,8,9,10,10,9,7,8,7,9,6,Nie,0,,,a,2,single,12/17/2022 2:47:11
pl,TRUE,KG0902,1,f,0,m,25,e,c,e,d,e,d,c,a,c,c,c,c,5,0,4,6,0,0,0,0,0,4,0,4,5,0,4,4,3,5,5,1,4,8,7,9,7,6,6,8,9,8,7,Nie,0,,,a,2,in relationship,1/30/2023 2:43:33
pl,TRUE,,1,m,6,m,20,a,b,b,c,b,a,c,c,c,b,b,b,0,2,5,3,0,3,1,0,4,4,1,5,2,0,3,0,3,6,2,0,6,6,7,5,10,6,7,8,5,11,11,Nie,0,,,b,2,single,2/12/2023 11:26:56
pl,TRUE,,1,f,2,m,27,b,a,b,e,a,e,c,b,c,b,c,b,0,0,1,5,0,3,4,0,5,6,0,1,5,0,2,3,4,3,5,0,4,7,8,8,9,6,9,7,8,10,7,Nie,0,,,b,2,in relationship,12/16/2022 19:56:22
en,TRUE,game,1,m,5,m,35,b,d,b,a,d,b,b,b,c,c,c,b,3,1,2,2,2,1,2,3,2,3,2,1,2,3,2,3,2,4,3,4,3,2,4,2,4,4,1,6,6,4,8,Yes,2,5,10,a,2,in relationship,2/6/2023 20:29:03
pl,TRUE,KG0902,1,m,1,f,23,e,b,e,b,c,b,c,c,a,c,b,b,6,1,4,6,0,0,1,0,2,5,0,3,1,0,1,3,3,4,4,1,2,8,6,8,5,7,7,7,8,7,7,Nie,0,,,b,2,in relationship,1/29/2023 16:26:18
pl,TRUE,,1,f,2,m,24,a,c,a,d,d,a,c,c,b,b,c,c,2,5,5,4,1,2,3,1,3,4,2,5,4,3,3,1,5,6,2,4,5,6,6,4,4,6,6,7,7,6,6,Nie,0,,,b,2,other,12/17/2022 16:04:09
pl,TRUE,KG0902 ,1,f,3,f,22,a,c,e,b,e,e,c,b,a,c,c,b,3,5,2,3,1,2,0,1,2,5,5,3,1,1,3,4,5,4,4,1,6,7,7,8,4,5,7,7,7,6,7,Nie,0,,,b,2,single,1/7/2023 21:43:47
pl,TRUE,AB12,1,f,1,m,22,e,e,b,e,c,e,c,c,c,a,c,c,3,6,5,5,6,4,2,1,4,3,6,6,4,6,4,1,6,6,5,5,5,7,4,6,1,6,6,6,6,6,6,Nie,0,,,b,2,single,12/28/2022 16:35:05
pl,TRUE,AB12,1,f,0,m,24,d,c,b,c,a,e,c,c,c,c,b,b,6,6,6,6,6,1,6,6,2,6,6,6,3,6,3,6,6,6,6,5,5,10,8,11,6,7,7,7,11,11,7,Tak,1,1,,b,2,in relationship,12/28/2022 19:01:56
pl,TRUE,,1,m,3,f,19,e,c,d,e,e,e,c,a,c,c,c,b,0,5,2,6,0,6,0,0,4,6,1,4,6,0,6,3,5,5,4,0,6,6,6,7,8,2,6,7,9,9,6,Nie,0,,,b,2,in relationship,2/2/2023 15:43:08
en,TRUE,INSTAGRAM STUDY,1,m,2,f,16,e,a,c,b,a,b,c,c,a,c,b,c,0,3,4,2,0,1,0,0,1,3,0,6,3,0,1,1,0,3,1,0,1,6,6,9,7,7,8,6,9,7,6,No,0,,,b,2,single,1/24/2023 3:39:51
en,TRUE,game,1,m,0,f,28,c,c,c,a,c,c,b,b,a,c,c,b,4,5,3,2,4,3,4,4,2,4,4,4,4,2,4,4,3,2,4,5,3,10,7,8,6,6,8,7,9,8,7,Yes,2,2,1,a,2,in relationship,3/13/2023 22:56:33
en,TRUE,game,1,m,4,m,32,b,c,b,e,b,b,c,b,a,b,c,a,4,5,5,5,5,5,4,4,3,4,4,4,2,5,4,4,5,3,2,3,5,6,11,7,9,6,10,10,8,8,9,Yes,1,13,,a,2,in relationship,2/6/2023 21:37:23
pl,TRUE,,1,m,5,m,22,e,c,b,d,e,e,c,c,a,a,b,c,4,3,3,5,0,0,3,0,1,5,2,1,3,0,1,2,4,4,4,0,3,7,6,8,6,7,7,6,7,8,7,Nie,0,,,b,2,in relationship,2/12/2023 10:36:33
en,TRUE,,1,m,0,f,37,b,c,e,e,a,a,c,b,a,c,c,c,2,6,6,6,3,6,2,1,5,6,3,6,6,4,6,4,3,6,5,0,6,6,6,10,1,10,9,9,10,7,10,Yes,3,8,17,b,2,in relationship,2/6/2023 22:48:54
pl,TRUE,,1,f,0,m,22,a,c,a,a,a,a,c,c,a,c,a,c,5,0,1,0,4,6,0,3,5,6,0,6,0,5,5,2,4,6,6,1,5,9,11,11,11,11,11,11,11,11,11,Nie,0,,,b,2,in relationship,12/18/2022 12:43:30
pl,TRUE,AB12,1,m,0,f,23,a,e,b,b,c,e,a,a,a,b,c,c,0,4,6,2,0,4,3,3,5,3,3,3,3,3,2,3,3,4,4,0,2,4,8,10,6,4,6,6,6,6,5,Nie,0,,,a,2,other,2/22/2023 0:03:10
en,TRUE,game,2,f,6,f,27,e,b,d,e,d,e,b,b,b,b,a,b,5,5,4,5,5,4,6,5,6,6,6,5,5,6,6,6,6,5,6,6,6,11,9,7,11,8,10,11,6,10,11,Yes,2,2,5,a,2,in relationship,2/7/2023 2:56:20
pl,TRUE,,1,f,1,m,30,e,c,a,b,a,b,c,a,b,c,b,b,1,0,5,4,0,2,1,0,4,4,1,4,1,2,2,3,5,5,2,1,5,7,7,10,8,6,7,7,8,7,8,Nie,0,,,a,2,in relationship,1/6/2023 11:35:06
pl,TRUE,AB12,1,m,0,f,26,e,e,a,b,c,d,a,b,c,a,b,a,4,2,3,3,1,5,5,3,1,5,3,5,5,5,2,5,2,5,5,5,4,8,6,7,4,2,8,7,9,9,4,Nie,0,,,b,4,in relationship,2/19/2023 11:56:46
pl,TRUE,KG0902,1,m,0,f,21,a,a,c,e,a,a,c,b,b,b,c,b,0,0,5,2,0,2,0,0,1,5,6,4,0,0,3,0,0,4,0,0,2,11,10,7,10,9,6,6,6,11,6,Nie,0,,,b,2,single,1/7/2023 21:29:48
en,TRUE,game,1,m,1,f,18,a,a,d,d,c,b,a,b,a,c,c,a,5,4,6,6,0,4,5,3,4,6,1,6,6,4,5,4,3,5,6,4,4,5,6,8,8,6,6,8,8,8,7,No,0,,,b,2,in relationship,3/29/2023 16:10:00
pl,TRUE,,1,f,1,m,28,e,c,e,e,d,e,c,b,c,c,c,b,4,4,2,4,0,1,1,1,0,6,3,4,4,5,4,3,6,3,2,2,3,6,7,6,5,8,6,8,8,7,8,Nie,0,,,b,2,in relationship,12/17/2022 22:27:38
en,TRUE,64118,1,f,3,f,25,e,e,c,d,d,b,c,b,b,b,a,b,5,4,3,4,5,4,5,4,5,4,5,2,3,2,3,4,3,4,3,4,3,6,3,7,8,1,7,9,9,8,7,Yes,2,4,2,b,1,in relationship,2/23/2023 23:41:46
pl,TRUE,KG0902,1,f,0,m,21,a,a,a,a,a,a,b,b,c,a,b,b,4,4,6,6,0,1,6,4,4,6,2,6,6,6,6,5,6,0,6,2,4,6,8,10,8,8,6,8,10,8,7,Nie,0,,,a,1,in relationship,1/7/2023 16:56:26
pl,TRUE,,1,f,5,f,20,b,b,b,d,b,b,c,a,c,c,a,c,3,6,6,6,1,4,0,0,3,6,0,6,6,6,4,3,5,6,6,2,5,7,10,11,8,7,8,10,11,8,7,Nie,0,,,a,2,single,2/28/2023 0:22:10
en,TRUE,,2,f,6,f,47,e,d,d,d,e,b,c,a,b,a,c,b,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,6,6,5,6,5,1,1,3,4,2,10,10,2,1,7,Yes,2,1,1,b,5,in relationship,3/7/2023 20:55:53
pl,TRUE,,1,m,5,m,28,c,a,e,d,a,a,b,c,c,a,b,b,3,4,5,5,1,3,2,2,3,5,4,5,6,1,5,3,5,5,5,3,3,10,11,10,8,7,10,11,11,11,7,Nie,0,,,b,2,single,12/16/2022 16:59:07
en,TRUE,game,1,m,0,f,34,e,b,e,d,c,e,c,b,a,c,a,a,2,5,5,4,0,1,3,1,2,3,1,4,4,0,4,3,2,4,4,1,4,6,6,5,6,7,5,6,7,7,6,No,0,,,b,2,in relationship,2/6/2023 20:55:03
pl,TRUE,AB12,1,f,0,m,23,d,a,e,b,d,e,c,b,c,c,c,c,4,6,5,6,2,4,1,5,5,6,4,5,5,1,5,5,6,5,6,5,3,6,7,8,6,6,6,9,8,7,8,Nie,0,,,b,2,in relationship,12/27/2022 23:09:38
pl,TRUE,KG0902 ,1,f,1,m,21,a,a,e,b,a,c,b,c,b,c,b,b,3,2,2,4,1,0,2,1,1,6,2,5,5,3,1,4,5,5,5,1,2,8,4,6,6,6,8,6,6,7,6,Nie,0,,,b,2,single,1/8/2023 19:32:51
pl,TRUE,INSTAGRAM STUDY,1,f,4,f,26,b,b,e,b,e,e,a,a,b,b,b,c,4,6,5,5,0,1,1,0,1,3,3,3,3,1,4,4,3,5,3,0,1,9,6,8,2,6,6,6,6,6,6,Nie,0,,,b,2,single,3/3/2023 21:13:42
pl,TRUE,56-120,2,f,6,f,48,c,e,d,d,b,d,c,b,c,b,c,c,4,4,5,6,1,3,3,1,0,6,1,5,4,4,6,4,6,6,3,0,2,9,9,6,4,5,9,11,11,10,10,Tak,3,18,25,b,2,in relationship,1/22/2023 19:46:20
en,TRUE,Game,1,f,0,m,22,e,a,e,e,c,e,c,c,b,a,c,c,0,4,6,3,0,0,0,4,3,6,6,6,0,3,4,0,3,6,0,0,3,11,6,11,6,3,9,6,11,11,5,Yes,2,1,5,b,2,in relationship,2/6/2023 22:07:06
pl,TRUE,KG0902,1,f,0,m,21,a,a,a,b,a,b,c,c,b,c,b,b,5,5,6,6,2,6,0,0,6,6,1,6,3,1,6,5,4,6,2,4,6,4,10,7,7,5,3,9,10,9,6,Nie,0,,,a,2,in relationship,12/16/2022 18:53:58
pl,TRUE,,1,f,2,m,25,e,c,a,b,a,b,c,c,b,c,b,c,4,4,2,3,0,1,0,0,1,6,5,4,3,1,2,3,4,6,4,2,0,6,4,8,3,11,6,6,7,7,6,Nie,0,,,b,2,in relationship,1/9/2023 20:01:19
pl,TRUE,,1,m,5,m,20,a,e,d,a,c,b,c,a,c,a,c,c,3,2,5,4,0,1,0,0,1,4,0,6,3,0,3,4,1,5,3,0,6,2,6,6,7,6,4,8,8,8,8,Nie,0,,,b,2,single,2/12/2023 23:31:33
en,TRUE,,1,m,0,f,35,c,e,b,d,b,e,b,a,b,a,b,b,1,1,0,1,1,0,6,5,6,4,4,2,3,4,3,4,4,5,4,5,3,4,3,2,5,6,4,2,11,11,11,Yes,2,5,8,a,2,in relationship,3/10/2023 23:03:48
pl,TRUE,,1,f,4,f,24,e,a,a,e,a,e,c,c,a,a,b,b,0,2,5,1,0,3,2,1,2,3,3,5,2,0,2,1,6,6,2,0,3,6,9,9,9,7,9,9,10,10,9,Nie,0,,,b,2,in relationship,12/17/2022 20:03:35
en,TRUE,,1,f,0,m,40,e,c,b,e,c,e,c,b,b,c,b,b,4,2,4,5,1,3,4,1,3,6,3,4,6,2,4,5,3,5,5,4,4,5,5,8,6,5,6,6,9,6,6,No,0,,,b,2,in relationship,3/29/2023 16:16:34
pl,TRUE,KG0902,1,f,2,m,20,d,c,a,c,c,b,c,b,b,c,b,c,5,2,5,5,1,3,0,0,0,4,0,4,5,1,5,3,6,2,4,1,4,7,5,7,8,7,7,10,6,9,8,Nie,0,,,b,2,in relationship,1/2/2023 22:10:43
en,TRUE,game,1,m,0,f,26,b,e,c,c,c,b,a,b,a,c,b,b,5,3,5,6,5,6,4,5,4,3,4,3,4,5,4,5,6,4,5,6,5,3,2,4,2,6,3,6,8,10,8,No,0,,,b,2,in relationship,3/7/2023 18:48:59
